DATE,품목명,단위,등급명,평균가격,전일대비_가격차이,전일대비_가격변화율(%),공휴일여부,일요일여부
2021-05-16,토마토,5키로상자,상,0,0,0.0,0,1
2021-05-17,토마토,5키로상자,상,9299,9299,0.0,0,0
2021-05-18,토마토,5키로상자,상,9157,-142,-1.5270459189160126,0,0
2021-05-19,토마토,5키로상자,상,9551,394,4.302719231189254,0,0
2021-05-20,토마토,5키로상자,상,9201,-350,-3.664537744738771,0,0
2021-05-21,토마토,5키로상자,상,9425,224,2.434517987175307,0,0
2021-05-22,토마토,5키로상자,상,9296,-129,-1.3687002652519895,0,0
2021-05-23,토마토,5키로상자,상,0,0,0.0,0,1
2021-05-24,토마토,5키로상자,상,8828,8828,0.0,0,0
2021-05-25,토마토,5키로상자,상,8339,-489,-5.539193475305845,0,0
2021-05-26,토마토,5키로상자,상,8316,-23,-0.2758124475356757,0,0
2021-05-27,토마토,5키로상자,상,8307,-9,-0.1082251082251082,0,0
2021-05-28,토마토,5키로상자,상,8517,210,2.527988443481401,0,0
2021-05-29,토마토,5키로상자,상,8678,161,1.8903369731125983,0,0
2021-05-30,토마토,5키로상자,상,0,0,0.0,0,1
2021-05-31,토마토,5키로상자,상,9279,9279,0.0,0,0
2021-06-01,토마토,5키로상자,상,8849,-430,-4.634120056040522,0,0
2021-06-02,토마토,5키로상자,상,9149,9149,0.0,0,0
2021-06-03,토마토,5키로상자,상,8905,8905,0.0,0,0
2021-06-04,토마토,5키로상자,상,10779,10779,0.0,0,0
2021-06-05,토마토,5키로상자,상,10049,10049,0.0,0,0
2021-06-06,,,,0,0,0.0,0,1
2021-06-07,토마토,5키로상자,상,9825,9825,0.0,0,0
2021-06-08,토마토,5키로상자,상,8752,8752,0.0,0,0
2021-06-09,토마토,5키로상자,상,8974,8974,0.0,0,0
2021-06-10,토마토,5키로상자,상,8102,8102,0.0,0,0
2021-06-11,토마토,5키로상자,상,8336,234,2.8881757590718338,0,0
2021-06-12,토마토,5키로상자,상,8215,-121,-1.451535508637236,0,0
2021-06-13,토마토,5키로상자,상,0,0,0.0,0,1
2021-06-14,토마토,5키로상자,상,8971,8971,0.0,0,0
2021-06-15,토마토,5키로상자,상,8235,-736,-8.204213577081708,0,0
2021-06-16,토마토,5키로상자,상,8765,530,6.435944140862174,0,0
2021-06-17,토마토,5키로상자,상,9478,713,8.134626354820309,0,0
2021-06-18,토마토,5키로상자,상,9028,-450,-4.747837096433847,0,0
2021-06-19,토마토,5키로상자,상,8720,-308,-3.4116083296411164,0,0
2021-06-20,토마토,5키로상자,상,0,0,0.0,0,1
2021-06-21,토마토,5키로상자,상,7931,7931,0.0,0,0
2021-06-22,토마토,5키로상자,상,7994,63,0.7943512797881729,0,0
2021-06-23,토마토,5키로상자,상,8100,106,1.325994495871904,0,0
2021-06-24,토마토,5키로상자,상,8188,88,1.0864197530864197,0,0
2021-06-25,토마토,5키로상자,상,9257,1069,13.055691255495846,0,0
2021-06-26,토마토,5키로상자,상,9775,518,5.595765366749487,0,0
2021-06-27,토마토,5키로상자,상,0,0,0.0,0,1
2021-06-28,토마토,5키로상자,상,10176,10176,0.0,0,0
2021-06-29,토마토,5키로상자,상,9426,-750,-7.370283018867925,0,0
2021-06-30,토마토,5키로상자,상,10187,761,8.073413961383407,0,0
2021-07-01,토마토,5키로상자,상,12366,2179,21.39000687150289,0,0
2021-07-02,토마토,5키로상자,상,16135,16135,0.0,0,0
2021-07-03,토마토,5키로상자,상,21507,21507,0.0,0,0
2021-07-04,,,,0,0,0.0,0,1
2021-07-05,토마토,5키로상자,상,28097,28097,0.0,0,0
2021-07-06,토마토,5키로상자,상,21897,21897,0.0,0,0
2021-07-07,토마토,5키로상자,상,15277,15277,0.0,0,0
2021-07-08,토마토,5키로상자,상,13442,13442,0.0,0,0
2021-07-09,토마토,5키로상자,상,13015,13015,0.0,0,0
2021-07-10,토마토,5키로상자,상,10214,10214,0.0,0,0
2021-07-11,토마토,5키로상자,상,0,0,0.0,0,1
2021-07-12,토마토,5키로상자,상,10006,10006,0.0,0,0
2021-07-13,토마토,5키로상자,상,9505,-501,-5.006995802518489,0,0
2021-07-14,토마토,5키로상자,상,9984,479,5.0394529195160445,0,0
2021-07-15,토마토,5키로상자,상,10286,302,3.024839743589744,0,0
2021-07-16,토마토,5키로상자,상,10862,576,5.599844448765312,0,0
2021-07-17,토마토,5키로상자,상,10186,-676,-6.223531577978273,0,0
2021-07-18,토마토,5키로상자,상,0,0,0.0,0,1
2021-07-19,토마토,5키로상자,상,9903,9903,0.0,0,0
2021-07-20,토마토,5키로상자,상,9134,-769,-7.765323639301222,0,0
2021-07-21,토마토,5키로상자,상,8281,-853,-9.338734398948985,0,0
2021-07-22,토마토,5키로상자,상,7576,-705,-8.513464557420601,0,0
2021-07-23,토마토,5키로상자,상,8317,741,9.78088701161563,0,0
2021-07-24,토마토,5키로상자,상,10675,2358,28.35156907538776,0,0
2021-07-25,토마토,5키로상자,상,0,0,0.0,0,1
2021-07-26,토마토,5키로상자,상,10060,10060,0.0,0,0
2021-07-27,토마토,5키로상자,상,11869,1809,17.98210735586481,0,0
2021-07-28,토마토,5키로상자,상,11469,-400,-3.370123852051563,0,0
2021-07-29,토마토,5키로상자,상,13395,1926,16.793094428459327,0,0
2021-07-30,토마토,5키로상자,상,11732,-1663,-12.415080253826057,0,0
2021-07-31,토마토,5키로상자,상,8755,-2977,-25.37504261847937,0,0
2021-08-01,토마토,5키로상자,상,0,0,0.0,0,1
2021-08-02,토마토,5키로상자,상,7389,7389,0.0,0,0
2021-08-03,토마토,5키로상자,상,6688,6688,0.0,0,0
2021-08-04,토마토,5키로상자,상,6478,6478,0.0,0,0
2021-08-05,토마토,5키로상자,상,7421,7421,0.0,0,0
2021-08-06,토마토,5키로상자,상,6297,6297,0.0,0,0
2021-08-07,,,,0,0,0.0,0,0
2021-08-08,,,,0,0,0.0,0,1
2021-08-09,토마토,5키로상자,상,5199,5199,0.0,0,0
2021-08-10,토마토,5키로상자,상,5868,5868,0.0,0,0
2021-08-11,토마토,5키로상자,상,6891,1023,17.43353783231084,0,0
2021-08-12,토마토,5키로상자,상,8480,1589,23.059062545349008,0,0
2021-08-13,토마토,5키로상자,상,8498,18,0.2122641509433962,0,0
2021-08-14,토마토,5키로상자,상,7985,-513,-6.03671452106378,0,0
2021-08-15,토마토,5키로상자,상,0,0,0.0,0,1
2021-08-16,토마토,5키로상자,상,8163,8163,0.0,0,0
2021-08-17,토마토,5키로상자,상,9601,1438,17.616072522356976,0,0
2021-08-18,토마토,5키로상자,상,11510,1909,19.88334548484533,0,0
2021-08-19,토마토,5키로상자,상,13018,1508,13.10165073848827,0,0
2021-08-20,토마토,5키로상자,상,14367,1349,10.362574896297437,0,0
2021-08-21,토마토,5키로상자,상,12782,-1585,-11.03222663047261,0,0
2021-08-22,토마토,5키로상자,상,0,0,0.0,0,1
2021-08-23,토마토,5키로상자,상,13088,13088,0.0,0,0
2021-08-24,토마토,5키로상자,상,15912,2824,21.577017114914423,0,0
2021-08-25,토마토,5키로상자,상,23645,7733,48.59854198089492,0,0
2021-08-26,토마토,5키로상자,상,27211,3566,15.081412560795094,0,0
2021-08-27,토마토,5키로상자,상,28543,1332,4.895079195913418,0,0
2021-08-28,토마토,5키로상자,상,22194,-6349,-22.243632414252183,0,0
2021-08-29,토마토,5키로상자,상,0,0,0.0,0,1
2021-08-30,토마토,5키로상자,상,15777,15777,0.0,0,0
2021-08-31,토마토,5키로상자,상,12862,-2915,-18.47626291436902,0,0
2021-09-01,토마토,5키로상자,상,13016,154,1.197325454828176,0,0
2021-09-02,토마토,5키로상자,상,12276,12276,0.0,0,0
2021-09-03,토마토,5키로상자,상,13820,13820,0.0,0,0
2021-09-04,토마토,5키로상자,상,11009,11009,0.0,0,0
2021-09-05,,,,0,0,0.0,0,1
2021-09-06,토마토,5키로상자,상,11832,11832,0.0,0,0
2021-09-07,토마토,5키로상자,상,10761,10761,0.0,0,0
2021-09-08,토마토,5키로상자,상,9783,9783,0.0,0,0
2021-09-09,토마토,5키로상자,상,11038,11038,0.0,0,0
2021-09-10,토마토,5키로상자,상,10564,10564,0.0,0,0
2021-09-11,토마토,5키로상자,상,11286,722,6.83453237410072,0,0
2021-09-12,토마토,5키로상자,상,0,0,0.0,0,1
2021-09-13,토마토,5키로상자,상,10512,10512,0.0,0,0
2021-09-14,토마토,5키로상자,상,11837,1325,12.604642313546425,0,0
2021-09-15,토마토,5키로상자,상,11718,-119,-1.0053222945002958,0,0
2021-09-16,토마토,5키로상자,상,20218,8500,72.53797576378221,0,0
2021-09-17,토마토,5키로상자,상,27796,7578,37.48145217133248,0,0
2021-09-18,토마토,5키로상자,상,15663,-12133,-43.65016549143761,0,0
2021-09-19,토마토,5키로상자,상,0,0,0.0,0,1
2021-09-20,토마토,5키로상자,상,0,0,0.0,0,0
2021-09-21,,,,0,0,0.0,0,0
2021-09-22,토마토,5키로상자,상,0,0,0.0,0,0
2021-09-23,토마토,5키로상자,상,0,0,0.0,0,0
2021-09-24,토마토,5키로상자,상,12840,12840,0.0,0,0
2021-09-25,토마토,5키로상자,상,11343,-1497,-11.658878504672897,0,0
2021-09-26,토마토,5키로상자,상,0,0,0.0,0,1
2021-09-27,토마토,5키로상자,상,14802,14802,0.0,0,0
2021-09-28,토마토,5키로상자,상,15108,306,2.067288204296717,0,0
2021-09-29,토마토,5키로상자,상,15666,558,3.6934074662430505,0,0
2021-09-30,토마토,5키로상자,상,15504,-162,-1.0340865568747606,0,0
2021-10-01,토마토,5키로상자,상,14912,-592,-3.818369453044376,0,0
2021-10-02,토마토,5키로상자,상,15448,15448,0.0,0,0
2021-10-03,,,,0,0,0.0,0,1
2021-10-04,토마토,5키로상자,상,15251,15251,0.0,0,0
2021-10-05,토마토,5키로상자,상,15582,15582,0.0,0,0
2021-10-06,토마토,5키로상자,상,15791,15791,0.0,0,0
2021-10-07,토마토,5키로상자,상,17320,17320,0.0,0,0
2021-10-08,토마토,5키로상자,상,15487,15487,0.0,0,0
2021-10-09,토마토,5키로상자,상,14224,14224,0.0,0,0
2021-10-10,,,,0,0,0.0,0,1
2021-10-11,토마토,5키로상자,상,13360,13360,0.0,0,0
2021-10-12,토마토,5키로상자,상,13659,299,2.2380239520958085,0,0
2021-10-13,토마토,5키로상자,상,14006,347,2.5404495204626985,0,0
2021-10-14,토마토,5키로상자,상,17717,3711,26.495787519634444,0,0
2021-10-15,토마토,5키로상자,상,18068,351,1.981148049895581,0,0
2021-10-16,토마토,5키로상자,상,13724,-4344,-24.04250608811158,0,0
2021-10-17,토마토,5키로상자,상,0,0,0.0,0,1
2021-10-18,토마토,5키로상자,상,14020,14020,0.0,0,0
2021-10-19,토마토,5키로상자,상,12888,-1132,-8.074179743223965,0,0
2021-10-20,토마토,5키로상자,상,13674,786,6.098696461824953,0,0
2021-10-21,토마토,5키로상자,상,14433,759,5.550680122860904,0,0
2021-10-22,토마토,5키로상자,상,15813,1380,9.561421741841611,0,0
2021-10-23,토마토,5키로상자,상,16602,789,4.989565547334472,0,0
2021-10-24,토마토,5키로상자,상,0,0,0.0,0,1
2021-10-25,토마토,5키로상자,상,17871,17871,0.0,0,0
2021-10-26,토마토,5키로상자,상,17059,-812,-4.5436741088915005,0,0
2021-10-27,토마토,5키로상자,상,18608,1549,9.08025089395627,0,0
2021-10-28,토마토,5키로상자,상,27771,9163,49.24226139294928,0,0
2021-10-29,토마토,5키로상자,상,22823,-4948,-17.817147383961686,0,0
2021-10-30,토마토,5키로상자,상,18565,-4258,-18.656618323620908,0,0
2021-10-31,토마토,5키로상자,상,0,0,0.0,0,1
2021-11-01,토마토,5키로상자,상,17268,17268,0.0,0,0
2021-11-02,토마토,5키로상자,상,16120,16120,0.0,0,0
2021-11-03,토마토,5키로상자,상,15198,15198,0.0,0,0
2021-11-04,토마토,5키로상자,상,16490,16490,0.0,0,0
2021-11-05,토마토,5키로상자,상,15546,15546,0.0,0,0
2021-11-06,토마토,5키로상자,상,14858,14858,0.0,0,0
2021-11-07,,,,0,0,0.0,0,1
2021-11-08,토마토,5키로상자,상,14562,14562,0.0,0,0
2021-11-09,토마토,5키로상자,상,13850,13850,0.0,0,0
2021-11-10,토마토,5키로상자,상,12783,12783,0.0,0,0
2021-11-11,토마토,5키로상자,상,14281,1498,11.718688883673629,0,0
2021-11-12,토마토,5키로상자,상,14426,145,1.015335060569988,0,0
2021-11-13,토마토,5키로상자,상,14310,-116,-0.8041037016497989,0,0
2021-11-14,토마토,5키로상자,상,0,0,0.0,0,1
2021-11-15,토마토,5키로상자,상,15165,15165,0.0,0,0
2021-11-16,토마토,5키로상자,상,15051,-114,-0.751730959446093,0,0
2021-11-17,토마토,5키로상자,상,15391,340,2.258986113879476,0,0
2021-11-18,토마토,5키로상자,상,15918,527,3.424079007212007,0,0
2021-11-19,토마토,5키로상자,상,16333,415,2.607111446161578,0,0
2021-11-20,토마토,5키로상자,상,14419,-1914,-11.718606502173513,0,0
2021-11-21,토마토,5키로상자,상,0,0,0.0,0,1
2021-11-22,토마토,5키로상자,상,13555,13555,0.0,0,0
2021-11-23,토마토,5키로상자,상,13785,230,1.6967908520841015,0,0
2021-11-24,토마토,5키로상자,상,12275,-1510,-10.953935437069278,0,0
2021-11-25,토마토,5키로상자,상,13004,729,5.938900203665988,0,0
2021-11-26,토마토,5키로상자,상,14395,1391,10.696708705013842,0,0
2021-11-27,토마토,5키로상자,상,12621,-1774,-12.323723515109412,0,0
2021-11-28,토마토,5키로상자,상,0,0,0.0,0,1
2021-11-29,토마토,5키로상자,상,13533,13533,0.0,0,0
2021-11-30,토마토,5키로상자,상,13092,-441,-3.258700953225449,0,0
2021-12-01,토마토,5키로상자,상,12206,-886,-6.767491597922396,0,0
2021-12-02,토마토,5키로상자,상,13000,13000,0.0,0,0
2021-12-03,토마토,5키로상자,상,13222,13222,0.0,0,0
2021-12-04,토마토,5키로상자,상,12429,12429,0.0,0,0
2021-12-05,,,,0,0,0.0,0,1
2021-12-06,토마토,5키로상자,상,13472,13472,0.0,0,0
2021-12-07,토마토,5키로상자,상,14309,14309,0.0,0,0
2021-12-08,토마토,5키로상자,상,14000,14000,0.0,0,0
2021-12-09,토마토,5키로상자,상,14415,14415,0.0,0,0
2021-12-10,토마토,5키로상자,상,15391,15391,0.0,0,0
2021-12-11,토마토,5키로상자,상,15075,-316,-2.053147943603405,0,0
2021-12-12,토마토,5키로상자,상,0,0,0.0,0,1
2021-12-13,토마토,5키로상자,상,17000,17000,0.0,0,0
2021-12-14,토마토,5키로상자,상,16690,-310,-1.8235294117647056,0,0
2021-12-15,토마토,5키로상자,상,16402,-288,-1.725584182144997,0,0
2021-12-16,토마토,5키로상자,상,18524,2122,12.937446652847214,0,0
2021-12-17,토마토,5키로상자,상,19666,1142,6.164975167350464,0,0
2021-12-18,토마토,5키로상자,상,20640,974,4.952710261364792,0,0
2021-12-19,토마토,5키로상자,상,0,0,0.0,0,1
2021-12-20,토마토,5키로상자,상,21318,21318,0.0,0,0
2021-12-21,토마토,5키로상자,상,20228,-1090,-5.113050004690871,0,0
2021-12-22,토마토,5키로상자,상,20159,-69,-0.3411113308285545,0,0
2021-12-23,토마토,5키로상자,상,24133,3974,19.71327942854308,0,0
2021-12-24,토마토,5키로상자,상,21600,-2533,-10.496001325985166,0,0
2021-12-25,토마토,5키로상자,상,19007,-2593,-12.00462962962963,0,0
2021-12-26,토마토,5키로상자,상,0,0,0.0,0,1
2021-12-27,토마토,5키로상자,상,20654,20654,0.0,0,0
2021-12-28,토마토,5키로상자,상,19478,-1176,-5.693812336593396,0,0
2021-12-29,토마토,5키로상자,상,18028,-1450,-7.444296128966013,0,0
2021-12-30,토마토,5키로상자,상,17327,-701,-3.888395828710895,0,0
2021-12-31,토마토,5키로상자,상,15721,-1606,-9.268771281814509,0,0
2022-01-01,토마토,5키로상자,상,0,0,0.0,0,0
2022-01-02,,,,0,0,0.0,0,1
2022-01-03,토마토,5키로상자,상,16572,16572,0.0,0,0
2022-01-04,토마토,5키로상자,상,15658,15658,0.0,0,0
2022-01-05,토마토,5키로상자,상,14477,14477,0.0,0,0
2022-01-06,토마토,5키로상자,상,15487,15487,0.0,0,0
2022-01-07,토마토,5키로상자,상,15725,15725,0.0,0,0
2022-01-08,토마토,5키로상자,상,13222,13222,0.0,0,0
2022-01-09,,,,0,0,0.0,0,1
2022-01-10,토마토,5키로상자,상,14326,14326,0.0,0,0
2022-01-11,토마토,5키로상자,상,14033,-293,-2.045232444506492,0,0
2022-01-12,토마토,5키로상자,상,12733,-1300,-9.263878001852776,0,0
2022-01-13,토마토,5키로상자,상,13816,1083,8.505458258069583,0,0
2022-01-14,토마토,5키로상자,상,14977,1161,8.403300521134916,0,0
2022-01-15,토마토,5키로상자,상,16648,1671,11.157107564932897,0,0
2022-01-16,토마토,5키로상자,상,0,0,0.0,0,1
2022-01-17,토마토,5키로상자,상,16104,16104,0.0,0,0
2022-01-18,토마토,5키로상자,상,16713,609,3.78166915052161,0,0
2022-01-19,토마토,5키로상자,상,16552,-161,-0.9633219649374738,0,0
2022-01-20,토마토,5키로상자,상,16343,-209,-1.262687288545191,0,0
2022-01-21,토마토,5키로상자,상,16647,304,1.8601236003181791,0,0
2022-01-22,토마토,5키로상자,상,17028,381,2.2887006667868084,0,0
2022-01-23,토마토,5키로상자,상,0,0,0.0,0,1
2022-01-24,토마토,5키로상자,상,18585,18585,0.0,0,0
2022-01-25,토마토,5키로상자,상,20946,2361,12.703793381759484,0,0
2022-01-26,토마토,5키로상자,상,24164,3218,15.363315191444668,0,0
2022-01-27,토마토,5키로상자,상,27565,3401,14.074656513822214,0,0
2022-01-28,토마토,5키로상자,상,31448,3883,14.086704153818246,0,0
2022-01-29,토마토,5키로상자,상,25276,-6172,-19.626049351310098,0,0
2022-01-30,토마토,5키로상자,상,0,0,0.0,0,1
2022-01-31,토마토,5키로상자,상,0,0,0.0,0,0
2022-02-01,,,,0,0,0.0,0,0
2022-02-02,,,,0,0,0.0,0,0
2022-02-03,,,,0,0,0.0,0,0
2022-02-04,토마토,5키로상자,상,16118,16118,0.0,0,0
2022-02-05,토마토,5키로상자,상,14079,14079,0.0,0,0
2022-02-06,,,,0,0,0.0,0,1
2022-02-07,토마토,5키로상자,상,15343,15343,0.0,0,0
2022-02-08,토마토,5키로상자,상,14926,14926,0.0,0,0
2022-02-09,토마토,5키로상자,상,14992,14992,0.0,0,0
2022-02-10,토마토,5키로상자,상,16071,16071,0.0,0,0
2022-02-11,토마토,5키로상자,상,16401,330,2.053388090349076,0,0
2022-02-12,토마토,5키로상자,상,16831,430,2.6217913541857203,0,0
2022-02-13,토마토,5키로상자,상,0,0,0.0,0,1
2022-02-14,토마토,5키로상자,상,17971,17971,0.0,0,0
2022-02-15,토마토,5키로상자,상,18672,701,3.900728952200768,0,0
2022-02-16,토마토,5키로상자,상,17382,-1290,-6.908740359897172,0,0
2022-02-17,토마토,5키로상자,상,16510,-872,-5.016683925900357,0,0
2022-02-18,토마토,5키로상자,상,15749,-761,-4.609327680193822,0,0
2022-02-19,토마토,5키로상자,상,15788,39,0.2476347704616166,0,0
2022-02-20,토마토,5키로상자,상,0,0,0.0,0,1
2022-02-21,토마토,5키로상자,상,16278,16278,0.0,0,0
2022-02-22,토마토,5키로상자,상,16738,460,2.8258999877134783,0,0
2022-02-23,토마토,5키로상자,상,15854,-884,-5.281395626717648,0,0
2022-02-24,토마토,5키로상자,상,15846,-8,-0.050460451621042,0,0
2022-02-25,토마토,5키로상자,상,16588,742,4.682569733686735,0,0
2022-02-26,토마토,5키로상자,상,16018,-570,-3.4362189534603327,0,0
2022-02-27,토마토,5키로상자,상,0,0,0.0,0,1
2022-02-28,토마토,5키로상자,상,15880,15880,0.0,0,0
2022-03-01,토마토,5키로상자,상,15079,-801,-5.044080604534005,0,0
2022-03-02,토마토,5키로상자,상,16027,16027,0.0,0,0
2022-03-03,토마토,5키로상자,상,16333,16333,0.0,0,0
2022-03-04,토마토,5키로상자,상,16745,16745,0.0,0,0
2022-03-05,토마토,5키로상자,상,16467,16467,0.0,0,0
2022-03-06,,,,0,0,0.0,0,1
2022-03-07,토마토,5키로상자,상,17188,17188,0.0,0,0
2022-03-08,토마토,5키로상자,상,16089,16089,0.0,0,0
2022-03-09,토마토,5키로상자,상,15589,15589,0.0,0,0
2022-03-10,토마토,5키로상자,상,15623,15623,0.0,0,0
2022-03-11,토마토,5키로상자,상,15507,-116,-0.7424950393650387,0,0
2022-03-12,토마토,5키로상자,상,14965,-542,-3.49519571806281,0,0
2022-03-13,토마토,5키로상자,상,0,0,0.0,0,1
2022-03-14,토마토,5키로상자,상,14796,14796,0.0,0,0
2022-03-15,토마토,5키로상자,상,14032,-764,-5.163557718302244,0,0
2022-03-16,토마토,5키로상자,상,14294,262,1.8671607753705817,0,0
2022-03-17,토마토,5키로상자,상,14657,363,2.539527074296908,0,0
2022-03-18,토마토,5키로상자,상,13771,-886,-6.044893225080167,0,0
2022-03-19,토마토,5키로상자,상,12983,-788,-5.722169777067751,0,0
2022-03-20,토마토,5키로상자,상,0,0,0.0,0,1
2022-03-21,토마토,5키로상자,상,13415,13415,0.0,0,0
2022-03-22,토마토,5키로상자,상,13265,-150,-1.1181513231457323,0,0
2022-03-23,토마토,5키로상자,상,13645,380,2.8646814926498303,0,0
2022-03-24,토마토,5키로상자,상,13429,-216,-1.58299743495786,0,0
2022-03-25,토마토,5키로상자,상,14155,726,5.406210440092337,0,0
2022-03-26,토마토,5키로상자,상,13211,-944,-6.669021547156481,0,0
2022-03-27,토마토,5키로상자,상,0,0,0.0,0,1
2022-03-28,토마토,5키로상자,상,13872,13872,0.0,0,0
2022-03-29,토마토,5키로상자,상,13309,-563,-4.058535178777394,0,0
2022-03-30,토마토,5키로상자,상,13487,178,1.337440829513863,0,0
2022-03-31,토마토,5키로상자,상,13495,8,0.0593163787350782,0,0
2022-04-01,토마토,5키로상자,상,13677,182,1.3486476472767692,0,0
2022-04-02,토마토,5키로상자,상,13196,13196,0.0,0,0
2022-04-03,,,,0,0,0.0,0,1
2022-04-04,토마토,5키로상자,상,13357,13357,0.0,0,0
2022-04-05,토마토,5키로상자,상,13193,13193,0.0,0,0
2022-04-06,토마토,5키로상자,상,12542,12542,0.0,0,0
2022-04-07,토마토,5키로상자,상,12392,12392,0.0,0,0
2022-04-08,토마토,5키로상자,상,12625,12625,0.0,0,0
2022-04-09,토마토,5키로상자,상,11402,11402,0.0,0,0
2022-04-10,,,,0,0,0.0,0,1
2022-04-11,토마토,5키로상자,상,11569,11569,0.0,0,0
2022-04-12,토마토,5키로상자,상,10193,-1376,-11.893854265710086,0,0
2022-04-13,토마토,5키로상자,상,10584,391,3.83596585892279,0,0
2022-04-14,토마토,5키로상자,상,9862,-722,-6.8216175359032505,0,0
2022-04-15,토마토,5키로상자,상,9828,-34,-0.3447576556479416,0,0
2022-04-16,토마토,5키로상자,상,8611,-1217,-12.382987382987382,0,0
2022-04-17,토마토,5키로상자,상,0,0,0.0,0,1
2022-04-18,토마토,5키로상자,상,9586,9586,0.0,0,0
2022-04-19,토마토,5키로상자,상,8456,-1130,-11.788024201961193,0,0
2022-04-20,토마토,5키로상자,상,8649,193,2.28240302743614,0,0
2022-04-21,토마토,5키로상자,상,8329,-320,-3.699849693606197,0,0
2022-04-22,토마토,5키로상자,상,8379,50,0.6003121623244086,0,0
2022-04-23,토마토,5키로상자,상,8423,44,0.5251223296336078,0,0
2022-04-24,토마토,5키로상자,상,0,0,0.0,0,1
2022-04-25,토마토,5키로상자,상,9293,9293,0.0,0,0
2022-04-26,토마토,5키로상자,상,8861,-432,-4.648660281932637,0,0
2022-04-27,토마토,5키로상자,상,9472,611,6.895384268141293,0,0
2022-04-28,토마토,5키로상자,상,9171,-301,-3.1777871621621623,0,0
2022-04-29,토마토,5키로상자,상,9949,778,8.483262457747246,0,0
2022-04-30,토마토,5키로상자,상,10242,293,2.945019599959795,0,0
2022-05-01,토마토,5키로상자,상,0,0,0.0,0,1
2022-05-02,토마토,5키로상자,상,10689,10689,0.0,0,0
2022-05-03,토마토,5키로상자,상,10583,10583,0.0,0,0
2022-05-04,토마토,5키로상자,상,10684,10684,0.0,0,0
2022-05-05,토마토,5키로상자,상,10042,10042,0.0,0,0
2022-05-06,토마토,5키로상자,상,10280,10280,0.0,0,0
2022-05-07,토마토,5키로상자,상,10499,10499,0.0,0,0
2022-05-08,,,,0,0,0.0,0,1
2022-05-09,토마토,5키로상자,상,10584,10584,0.0,0,0
2022-05-10,토마토,5키로상자,상,10510,10510,0.0,0,0
2022-05-11,토마토,5키로상자,상,11203,693,6.593720266412941,0,0
2022-05-12,토마토,5키로상자,상,11890,687,6.132285994822816,0,0
2022-05-13,토마토,5키로상자,상,11836,-54,-0.4541631623212783,0,0
2022-05-14,토마토,5키로상자,상,12540,704,5.947955390334572,0,0
2022-05-15,토마토,5키로상자,상,0,0,0.0,0,1
2022-05-16,토마토,5키로상자,상,11487,11487,0.0,0,0
2022-05-17,토마토,5키로상자,상,9941,-1546,-13.45869243492644,0,0
2022-05-18,토마토,5키로상자,상,9219,-722,-7.2628508198370385,0,0
2022-05-19,토마토,5키로상자,상,8299,-920,-9.979390389413169,0,0
2022-05-20,토마토,5키로상자,상,7423,-876,-10.555488613085917,0,0
2022-05-21,토마토,5키로상자,상,6858,-565,-7.611477839148592,0,0
2022-05-22,토마토,5키로상자,상,0,0,0.0,0,1
2022-05-23,토마토,5키로상자,상,7398,7398,0.0,0,0
2022-05-24,토마토,5키로상자,상,6833,-565,-7.637199243038658,0,0
2022-05-25,토마토,5키로상자,상,6554,-279,-4.0831260061466415,0,0
2022-05-26,토마토,5키로상자,상,6346,-208,-3.173634421727189,0,0
2022-05-27,토마토,5키로상자,상,6265,-81,-1.2763945792625275,0,0
2022-05-28,토마토,5키로상자,상,6997,732,11.683958499600958,0,0
2022-05-29,토마토,5키로상자,상,0,0,0.0,0,1
2022-05-30,토마토,5키로상자,상,7249,7249,0.0,0,0
2022-05-31,토마토,5키로상자,상,6927,-322,-4.4419919988964,0,0
2022-06-01,토마토,5키로상자,상,6967,40,0.57745055579616,0,0
2022-06-02,토마토,5키로상자,상,7457,7457,0.0,0,0
2022-06-03,토마토,5키로상자,상,7873,7873,0.0,0,0
2022-06-04,토마토,5키로상자,상,8246,8246,0.0,0,0
2022-06-05,,,,0,0,0.0,0,1
2022-06-06,토마토,5키로상자,상,8778,8778,0.0,0,0
2022-06-07,토마토,5키로상자,상,9259,9259,0.0,0,0
2022-06-08,토마토,5키로상자,상,9648,9648,0.0,0,0
2022-06-09,토마토,5키로상자,상,9134,9134,0.0,0,0
2022-06-10,토마토,5키로상자,상,8923,8923,0.0,0,0
2022-06-11,토마토,5키로상자,상,7896,-1027,-11.509581979154992,0,0
2022-06-12,토마토,5키로상자,상,0,0,0.0,0,1
2022-06-13,토마토,5키로상자,상,8437,8437,0.0,0,0
2022-06-14,토마토,5키로상자,상,7899,-538,-6.376674173284343,0,0
2022-06-15,토마토,5키로상자,상,8856,957,12.115457652867452,0,0
2022-06-16,토마토,5키로상자,상,9155,299,3.3762420957542907,0,0
2022-06-17,토마토,5키로상자,상,9899,744,8.126706717640634,0,0
2022-06-18,토마토,5키로상자,상,10108,209,2.111324376199616,0,0
2022-06-19,토마토,5키로상자,상,0,0,0.0,0,1
2022-06-20,토마토,5키로상자,상,9340,9340,0.0,0,0
2022-06-21,토마토,5키로상자,상,8855,-485,-5.192719486081371,0,0
2022-06-22,토마토,5키로상자,상,7613,-1242,-14.025974025974024,0,0
2022-06-23,토마토,5키로상자,상,7850,237,3.113096019965848,0,0
2022-06-24,토마토,5키로상자,상,8152,302,3.847133757961784,0,0
